1000 3400
30:0.030878 36:0.034079 50:0.033118 59:0.032279 68:0.030887 156:0.030234 228:0.034465 290:0.053702 317:0.051554 334:0.039365 349:0.030984 453:0.033394 488:0.045377 517:0.048195 537:0.121068 555:0.032846 557:0.033500 602:0.071196 663:0.069703 745:0.033823 746:0.034270 749:0.058753 752:0.037603 769:0.104429 777:0.121043 877:0.031150 969:0.063215 991:0.030027 1042:0.032642 1084:0.030339 1171:0.065878 1194:0.050198 1212:0.034542 1276:0.033551 1449:0.037942 1555:0.035030 1557:0.038039 1558:0.045384 1560:0.043514 1577:0.036363 1584:0.033657 1615:0.033857 1616:0.048214 1627:0.039372 1746:0.029381 1752:0.031539 1768:0.045217 1773:0.045053 1787:0.076115 1816:0.044996 1817:0.044954 1827:0.055214 1955:0.034598 2047:0.035746 2110:0.051009 2158:0.126956 2257:0.031390 2260:0.103191 2261:0.207604 2262:0.107258 2281:0.040492 2284:0.033176 2384:0.031256 2449:0.333372 2450:0.041908 2481:0.030065 2593:0.037814 2611:0.043513 2633:0.045020 2649:0.050115 2683:0.039607 2685:0.328956 2714:0.031325 2775:0.032932 2814:0.032442 2818:0.038893 2892:0.055558 2902:0.032614 2904:0.031446 2960:0.058527 3013:0.029744 3020:0.038410 3035:0.078499 3054:0.034085 3060:0.196401 3065:0.253584 3068:0.165367 3069:0.063100 3070:0.074947 3071:0.181212 3090:0.058306 3110:0.030953 3124:0.036448 3158:0.045669 3184:0.036454 3278:0.044592 3279:0.116647 3321:0.198119 3327:0.993019 3331:0.030479
6:0.042287 19:0.050704 23:0.033688 58:0.040477 65:0.037609 204:0.033797 211:0.124325 212:0.238576 213:0.072769 341:0.112942 344:0.078705 438:0.226357 445:0.033169 458:0.077325 459:0.033685 483:0.152990 491:0.099502 536:0.035934 653:0.044164 725:0.034762 792:0.034723 800:0.032466 804:0.095144 805:0.054671 837:0.041796 891:0.034059 979:0.034742 1094:0.052310 1164:0.033570 1204:0.034178 1237:0.033839 1261:0.044873 1318:0.034889 1417:0.035475 1516:0.032233 1529:0.035102 1535:0.323624 1609:0.045657 1610:0.058111 1625:0.042205 1627:0.939696 1650:0.036930 1810:0.057256 1840:0.034593 1884:0.046181 1913:0.048843 1937:0.035886 1939:0.084452 1945:0.033100 1976:0.168331 2165:0.037052 2307:0.044421 2315:0.050916 2325:0.045206 2413:0.035185 2417:0.818389 2421:0.042567 2429:0.037586 2447:0.035689 2503:0.046684 2505:0.035794 2506:0.051262 2507:0.874690 2539:0.100718 2540:0.041252 2541:0.084502 2577:0.055727 2584:0.040689 2587:0.033887 2611:0.033722 2628:0.039248 2631:0.054067 2639:0.036916 2644:0.059296 2685:0.143521 2705:0.034070 2710:0.109951 2714:0.089943 2716:0.064459 2733:0.046187 2736:0.082332 2785:0.038265 2898:0.062953 2908:0.043608 2968:0.058729 2996:0.033070 3015:0.032286 3093:0.049595 3176:0.032211 3201:0.037508 3211:0.044514 3212:0.059514 3224:0.105244 3225:0.319002 3316:0.038739 3321:0.279528 3327:0.918139 3340:0.042856 3369:0.038521 3371:0.075212
23:0.021139 30:0.042355 57:0.021630 59:0.025702 65:0.052849 228:0.021672 242:0.020585 266:0.021165 268:0.040141 284:0.066615 290:0.035210 317:0.020693 342:0.021626 410:0.027563 453:0.021656 463:0.023643 466:0.023454 490:0.024083 555:0.020848 576:0.024522 594:0.023070 616:0.022503 676:0.022099 725:0.027786 745:0.021229 815:0.020505 826:0.022819 859:0.021151 953:0.020610 970:0.021772 994:0.632432 1011:0.035896 1152:0.021191 1188:0.034972 1211:0.022980 1257:0.020690 1264:0.024142 1353:0.021090 1374:0.103128 1375:0.131577 1377:0.023729 1449:0.031232 1503:0.023822 1544:0.022119 1545:0.030820 1547:0.026829 1627:0.079023 1633:0.026864 1693:0.027032 1694:0.028133 1707:0.021564 1726:0.021981 1742:0.046892 1746:0.039373 1755:0.021640 1758:0.031537 1781:0.100159 1810:0.044774 1967:0.022096 2013:0.023961 2112:0.027063 2119:0.020972 2152:0.020928 2153:0.022376 2316:0.020816 2365:0.023714 2384:0.025966 2417:0.053577 2419:0.021839 2424:0.021310 2438:0.022961 2547:0.025120 2548:0.026223 2639:0.028016 2649:0.038435 2684:0.021585 2685:0.053767 2710:0.077617 2714:0.020663 2716:0.026328 2765:0.021550 2788:0.031189 2861:0.022725 2898:0.027164 3057:0.023841 3062:0.023734 3073:0.032630 3075:0.025737 3079:0.022056 3090:0.034650 3099:0.023229 3128:0.023862 3168:0.024284 3190:0.057532 3191:0.029199 3192:0.024432 3194:0.210678 3207:0.024141 3321:0.085884 3327:0.918352
23:0.024791 58:0.021370 65:0.021473 109:0.031355 159:0.035282 204:0.058445 247:0.022546 268:0.064274 269:0.022282 290:0.029537 369:0.021882 490:0.031362 531:0.021926 537:0.030959 551:0.022265 559:0.030035 590:0.028422 594:0.024032 665:0.025432 677:0.049932 748:0.027678 749:0.023523 904:0.024572 921:0.022272 970:0.021435 1062:0.042223 1129:0.026401 1141:0.113570 1145:0.023116 1167:0.058736 1197:0.104847 1202:0.029634 1211:0.023203 1212:0.025593 1215:0.048867 1224:0.031767 1240:0.027151 1253:0.021928 1344:0.045708 1377:0.028415 1399:0.068427 1400:0.036099 1416:0.021666 1417:0.021404 1449:0.070865 1468:0.021850 1482:0.030336 1542:0.024299 1554:0.053904 1555:0.025940 1627:0.048764 1633:0.022620 1655:0.022378 1658:0.034032 1725:0.032374 1798:0.025582 1810:0.021722 2047:0.024321 2151:0.022457 2163:0.022129 2252:0.022761 2276:0.024520 2384:0.028595 2453:0.050836 2456:0.061988 2457:0.025840 2532:0.049114 2578:0.040835 2654:0.023129 2662:0.066415 2685:0.163560 2703:0.023113 2710:0.034506 2755:0.042673 2761:0.027223 2775:0.026847 2861:0.027361 2898:0.030894 2917:0.051213 2943:0.028160 2998:0.021453 3008:0.037881 3022:0.035150 3023:0.027488 3065:0.043245 3078:0.026103 3099:0.038985 3110:0.026920 3114:0.029248 3123:0.089380 3128:0.021579 3184:0.024033 3207:0.025101 3213:0.027794 3230:0.023425 3262:0.052233 3276:0.061187 3321:0.239463 3327:0.979262 3342:0.026278
59:0.021347 65:0.022465 110:0.022169 158:0.023072 191:0.071132 269:0.029253 291:0.022566 316:0.026850 318:0.023416 383:0.033901 386:0.025904 490:0.031923 560:0.023732 765:0.027127 779:0.037509 785:0.023991 909:0.036384 929:0.022018 961:0.028928 972:0.028598 1011:0.090147 1071:0.039220 1074:0.027074 1155:0.032136 1157:0.025227 1188:0.027823 1325:0.023124 1375:0.021687 1391:0.045338 1398:0.037165 1400:0.022897 1417:0.044205 1420:0.021529 1451:0.024185 1482:0.030915 1547:0.111524 1658:0.037535 1685:0.026989 1711:0.327140 1712:0.033837 1713:0.075092 1714:0.212205 1716:0.055007 1755:0.021196 1773:0.026445 1824:0.038636 1963:0.032997 2064:0.022360 2069:0.024077 2071:0.022350 2084:0.027768 2111:0.028196 2160:0.024115 2370:0.027062 2419:0.023089 2436:0.033301 2438:0.031730 2453:0.102500 2456:0.247140 2457:0.063996 2458:0.032843 2537:0.024306 2548:0.022457 2559:0.069009 2573:0.081685 2578:0.065122 2584:0.031715 2619:0.032265 2620:0.024276 2649:0.042297 2663:0.021378 2685:0.106531 2687:0.024596 2710:0.077394 2755:0.023530 2788:0.025693 2814:0.024719 2866:0.039837 2911:0.031488 2959:0.048858 2960:0.035572 2971:0.025763 2996:0.030410 3055:0.024437 3060:0.046444 3062:0.024598 3078:0.028821 3085:0.306817 3086:0.116086 3090:0.025689 3147:0.021715 3184:0.051532 3185:0.025344 3253:0.026186 3266:0.023808 3271:0.028675 3278:0.021166 3321:0.228778 3327:0.471963 3342:0.028847
19:0.027198 22:0.064023 57:0.032036 58:0.026434 59:0.023691 107:0.031379 133:0.030354 269:0.026704 284:0.028017 290:0.057170 291:0.026907 362:0.043392 411:0.026387 453:0.033626 474:0.026631 475:0.023537 574:0.025492 626:0.023542 678:0.060167 737:0.026934 745:0.044684 802:0.089914 826:0.031885 861:0.028137 913:0.039026 919:0.030781 943:0.029882 953:0.035706 991:0.031474 1011:0.023575 1062:0.032929 1107:0.042832 1194:0.052774 1209:0.028532 1343:0.023622 1350:0.042883 1377:0.023908 1380:0.029518 1417:0.063546 1420:0.024112 1423:0.026060 1460:0.026250 1461:0.461276 1462:0.024244 1467:0.841896 1469:0.350510 1477:0.039629 1544:0.028217 1580:0.024925 1584:0.031484 1609:0.025679 1707:0.032509 1725:0.025616 1729:0.025366 1746:0.031134 1758:0.037736 1781:0.029201 1794:0.028148 1841:0.023812 1863:0.040889 1877:0.030143 1967:0.474108 1968:0.029848 1970:0.035008 2090:0.024788 2159:0.023479 2203:0.083548 2267:0.025481 2271:0.059601 2278:0.358093 2305:0.023903 2315:0.040838 2327:0.035822 2370:0.028026 2596:0.023732 2685:0.344408 2705:0.026660 2710:0.036442 2714:0.025428 2719:0.026021 2750:0.027277 2787:0.023550 2816:0.025080 2861:0.027865 2951:0.095829 2998:0.025201 3035:0.023832 3048:0.026396 3062:0.023941 3079:0.024255 3230:0.027648 3242:0.046185 3253:0.042365 3256:0.116629 3319:0.237416 3321:0.149271 3327:0.375057 3333:0.025075 3373:0.023826 3382:0.074007
30:0.026922 54:0.024029 57:0.023421 59:0.023258 89:0.027461 107:0.027643 176:0.031020 195:0.029646 207:0.031868 269:0.023260 299:0.037468 336:0.051902 456:0.023744 490:0.026140 499:0.029157 597:0.024838 678:0.023513 745:0.043843 746:0.028749 769:0.043221 785:0.023105 826:0.058725 833:0.033429 896:0.036179 897:0.027591 959:0.033914 960:0.031858 994:0.037160 1039:0.035006 1062:0.034799 1068:0.027309 1129:0.031223 1154:0.030803 1155:0.024577 1171:0.090520 1178:0.023967 1377:0.028457 1391:0.059327 1400:0.023020 1417:0.028103 1424:0.023482 1437:0.032673 1445:0.023822 1449:0.032987 1451:0.027748 1627:0.416497 1637:0.028386 1693:0.042520 1694:0.042528 1758:0.025519 1773:0.024862 1781:0.073519 1824:0.024840 1837:0.045651 1845:0.028346 2008:0.036252 2090:0.036951 2104:0.047521 2142:0.024280 2151:0.024773 2223:0.037952 2248:0.023859 2283:0.032106 2297:0.025563 2384:0.023883 2462:0.029928 2563:0.023934 2564:0.023873 2633:0.084707 2637:0.025908 2639:0.025899 2685:0.309787 2710:0.164805 2714:0.024306 2737:0.025428 2759:0.043628 2760:0.036176 2772:0.034858 2788:0.120462 2898:0.044995 2918:0.024568 2933:0.026795 3065:0.109159 3079:0.024308 3091:0.023319 3099:0.027871 3124:0.023891 3174:0.028711 3176:0.028855 3187:0.036336 3192:0.027433 3202:0.041669 3207:0.023541 3221:0.026823 3276:0.023323 3312:0.029809 3321:0.354361 3327:0.737411 3368:0.025573 3369:0.023327
54:0.023747 57:0.023628 65:0.027092 67:0.028343 191:0.039209 268:0.037190 290:0.086871 291:0.051347 417:0.024167 453:0.027735 465:0.027943 537:0.030381 543:0.038498 544:0.030698 545:0.027154 704:0.153826 708:0.074855 754:0.023620 756:0.038691 757:0.027190 766:0.025552 769:0.042113 777:0.037108 778:0.031492 780:0.026858 787:0.036646 826:0.028349 832:0.025886 861:0.026154 883:0.034054 934:0.030899 935:0.026144 936:0.030516 938:0.025045 969:0.026548 971:0.024135 994:0.103844 1001:0.023582 1008:0.024631 1011:0.300635 1068:0.026210 1109:0.031554 1263:0.023618 1365:0.053155 1376:0.041616 1406:0.024246 1411:0.039997 1437:0.024963 1439:0.026019 1477:0.027551 1563:0.026811 1694:0.040721 1791:0.024995 1807:0.023686 1830:0.024057 1845:0.106745 1884:0.024397 1903:0.031336 1905:0.230229 1906:0.063615 1922:0.026697 1966:0.023279 1967:0.028840 2033:0.025831 2121:0.027633 2171:0.024307 2308:0.025937 2347:0.032555 2388:0.023752 2407:0.028998 2432:0.029273 2524:0.024351 2557:0.050541 2564:0.024419 2568:0.035455 2571:0.032204 2573:0.947207 2574:0.025079 2680:0.026147 2685:0.501932 2710:0.048850 2753:0.027038 2782:0.023885 2788:0.054258 2806:0.034875 2854:0.023460 2911:0.197445 2973:0.023790 2990:0.029470 3032:0.024378 3035:0.030418 3060:0.040954 3107:0.024712 3128:0.026733 3136:0.025166 3204:0.025073 3275:0.024637 3321:0.051232 3327:0.917011 3363:0.032350
28:0.030025 57:0.035455 93:0.031157 107:0.031660 175:0.036607 180:0.041094 266:0.030716 267:0.032552 268:0.059311 282:0.033791 284:0.039536 317:0.029552 385:0.031630 438:0.033116 453:0.069495 456:0.032165 463:0.038553 511:0.041351 542:0.032475 556:0.034839 578:0.032674 608:0.035811 609:0.031165 641:0.032725 666:0.053334 668:0.117368 725:0.043918 827:0.034664 842:0.039028 859:0.029660 888:0.030007 893:0.029241 896:0.076499 899:0.030504 953:0.078988 981:0.032517 1152:0.058143 1188:0.034091 1194:0.045899 1248:0.038761 1251:0.035949 1252:0.117753 1254:0.047137 1279:0.036202 1358:0.039017 1380:0.031757 1413:0.074660 1423:0.040236 1437:0.032803 1449:0.037533 1495:0.101355 1496:0.045670 1557:0.029260 1563:0.073557 1627:0.288795 1638:0.082225 1639:0.053862 1697:0.029361 1742:0.118596 1746:0.035214 1810:0.031834 1830:0.031939 1967:0.040566 1986:0.033167 2000:0.037340 2062:0.034357 2064:0.031025 2126:0.046309 2151:0.035003 2305:0.033774 2365:0.064876 2438:0.030596 2476:0.041717 2477:0.061335 2481:0.038991 2518:0.029474 2547:0.030550 2564:0.030978 2578:0.056295 2584:0.040227 2625:0.036414 2661:0.035583 2685:0.075856 2710:0.044189 2716:0.031585 2931:0.029567 2935:0.577401 2937:0.160224 2967:0.031444 3079:0.031583 3148:0.035416 3168:0.944845 3173:0.046152 3221:0.043387 3222:0.032304 3238:0.120401 3321:0.119790 3327:0.802574 3367:0.041385 3372:0.031342
12:0.033033 35:0.037486 93:0.036160 107:0.040682 110:0.051997 164:0.079911 204:0.035070 284:0.100936 290:0.051053 291:0.044552 405:0.059398 433:0.050248 453:0.054053 463:0.034381 562:0.044298 666:0.061604 749:0.102410 752:0.032697 826:0.049079 842:0.172143 843:0.067381 856:0.034367 896:0.273950 898:0.034905 921:0.032855 946:0.033684 953:0.045116 981:0.037778 1112:0.048440 1141:0.051121 1194:0.044159 1205:0.035441 1248:0.038958 1252:0.338752 1287:0.042171 1383:0.032801 1413:0.186959 1423:0.274720 1445:0.031934 1480:0.033549 1481:0.043039 1496:0.205980 1503:0.056143 1504:0.043249 1513:0.040922 1535:0.037479 1627:0.638434 1638:0.039712 1697:0.033835 1707:0.035495 1714:0.038873 1735:0.035754 1742:0.096267 1746:0.186851 1781:0.033417 1786:0.039069 1902:0.032857 1963:0.047138 1967:0.034828 1970:0.033392 2184:0.034624 2259:0.059487 2267:0.035164 2315:0.041651 2317:0.033282 2370:0.037273 2384:0.042566 2417:0.042517 2476:0.039870 2477:0.075969 2507:0.125829 2518:0.033906 2531:0.031746 2547:0.053359 2625:0.032297 2637:0.046343 2649:0.032297 2654:0.036450 2661:0.043046 2685:0.283139 2715:0.042137 2785:0.044777 2898:0.035791 2950:0.032794 2967:0.055582 2998:0.033507 3079:0.035553 3091:0.037501 3118:0.036876 3121:0.039885 3143:0.035747 3168:0.307587 3174:0.042393 3182:0.035418 3230:0.035049 3321:0.295115 3327:0.999285 3333:0.040326 3367:0.058765 3376:0.042388
23:0.023522 36:0.031054 57:0.027135 65:0.026425 68:0.054632 190:0.030624 191:0.035325 218:0.035001 290:0.036714 291:0.029559 336:0.027540 452:0.056982 463:0.040132 481:0.035342 483:0.025765 513:0.022531 517:0.023376 535:0.025095 601:0.031583 602:0.047934 604:0.048082 654:0.024454 676:0.022672 745:0.030273 746:0.023749 751:0.032061 752:0.027085 769:0.089848 779:0.052079 909:0.085694 966:0.077303 994:0.030870 1003:0.030350 1062:0.043831 1084:0.029751 1129:0.026420 1141:0.024400 1155:0.029262 1171:0.029315 1194:0.028334 1195:0.023374 1202:0.043025 1374:0.076201 1375:0.061538 1417:0.029196 1449:0.037440 1457:0.034650 1482:0.037826 1547:0.098112 1560:0.072776 1584:0.054159 1627:0.053739 1647:0.022548 1694:0.038732 1711:0.070944 1713:0.026522 1746:0.023016 1784:0.036200 1786:0.027537 1787:0.023599 1884:0.034930 1894:0.027951 1967:0.035052 2090:0.054115 2158:0.206931 2260:0.135710 2261:0.027675 2262:0.039846 2281:0.024503 2332:0.024512 2337:0.024789 2424:0.031059 2449:0.131640 2450:0.023413 2547:0.064362 2548:0.043696 2589:0.022521 2592:0.031881 2612:0.029903 2670:0.028870 2685:0.098910 2687:0.022916 2710:0.041865 2861:0.034134 2960:0.029381 3060:0.079268 3065:0.188249 3068:0.075574 3071:0.032818 3075:0.023743 3083:0.037310 3110:0.031488 3194:0.024441 3229:0.024677 3230:0.046153 3266:0.064243 3321:0.444357 3327:0.975036 3342:0.026461 3352:0.106253
19:0.023421 28:0.022214 30:0.023804 93:0.033545 212:0.032298 268:0.035876 290:0.040700 362:0.022975 423:0.022727 456:0.022394 465:0.029108 466:0.024498 483:0.055718 491:0.072798 516:0.028006 622:0.022937 676:0.024116 690:0.027125 745:0.031035 896:0.057533 901:0.023702 969:0.028846 970:0.024760 994:0.023419 1023:0.028339 1152:0.039853 1188:0.026177 1194:0.031031 1204:0.023498 1205:0.204628 1232:0.023950 1247:0.027899 1318:0.025031 1377:0.027253 1417:0.028433 1423:0.028543 1428:0.022058 1437:0.028126 1445:0.029562 1446:0.022908 1518:0.025447 1542:0.160682 1627:0.105397 1674:0.041347 1675:0.023884 1694:0.023633 1697:0.022347 1699:0.023988 1732:0.022151 1746:0.034959 1780:0.023148 1810:0.030791 1877:0.022075 1905:0.377187 1906:0.048998 1922:0.047906 1958:0.149182 1976:0.076930 2000:0.023874 2085:0.025548 2151:0.024563 2184:0.024824 2281:0.022788 2417:0.114793 2447:0.037174 2496:0.024096 2578:0.031066 2627:0.025694 2628:0.026910 2639:0.023007 2651:0.021977 2661:0.024750 2685:0.249509 2687:0.024099 2710:0.061908 2714:0.024969 2731:0.023550 2737:0.025447 2785:0.023075 2788:0.022502 2885:0.025043 2942:0.029393 3075:0.022371 3078:0.023547 3079:0.025558 3099:0.024578 3165:0.037687 3194:0.029077 3275:0.022958 3276:0.031891 3321:0.454153 3327:0.782905 3336:0.024812 3340:0.023739 3360:0.030206 3361:0.090610 3362:0.023770 3369:0.032121 3372:0.024281 3373:0.118194
18:0.030160 30:0.030111 50:0.022711 87:0.026683 128:0.025617 228:0.028863 249:0.028746 252:0.024681 253:0.033340 254:0.023442 290:0.023222 336:0.034713 465:0.027015 499:0.024230 628:0.068091 683:0.026889 698:0.023302 718:0.023582 745:0.131340 749:0.035821 753:0.022926 754:0.024853 769:0.035407 789:0.025154 826:0.029226 953:0.026306 969:0.055930 994:0.025409 1002:0.048861 1011:0.026037 1175:0.023925 1193:0.030318 1200:0.023190 1240:0.028778 1327:0.030839 1377:0.024412 1397:0.023396 1411:0.028848 1422:0.080350 1477:0.031209 1521:0.031404 1537:0.024479 1562:0.039376 1575:0.024931 1658:0.023348 1709:0.137991 1755:0.024289 1781:0.038674 1787:0.049434 1810:0.025765 1905:0.024565 1964:0.124577 2008:0.035673 2016:0.027772 2109:0.024457 2110:0.101396 2260:0.074137 2261:0.065653 2327:0.031076 2332:0.025887 2337:0.149490 2363:0.024982 2364:0.035983 2372:0.042416 2491:0.023293 2524:0.022759 2534:0.025672 2573:0.045828 2584:0.048545 2592:0.080044 2593:0.023797 2633:0.025058 2664:0.023001 2685:0.142600 2801:0.023578 2818:0.044308 2857:0.025325 2898:0.031670 2904:0.026996 2907:0.030647 2911:0.633269 2927:0.022977 3038:0.024577 3060:0.025795 3065:0.064269 3075:0.027387 3128:0.028929 3134:0.028095 3136:0.077237 3189:0.027218 3196:0.027394 3198:0.023651 3235:0.022985 3297:0.031547 3298:0.026165 3321:0.199639 3327:0.955866 3349:0.027542 3379:0.024297 3380:0.023788
23:0.040490 30:0.029163 36:0.039484 58:0.046167 59:0.028576 66:0.029190 107:0.031914 110:0.036036 290:0.060013 299:0.027746 453:0.033132 466:0.035058 483:0.061555 594:0.027862 745:0.040520 749:0.086910 804:0.036023 826:0.037571 877:0.028920 891:0.030330 969:0.030742 1090:0.032052 1119:0.027743 1152:0.028331 1188:0.042617 1209:0.029968 1258:0.029986 1377:0.040809 1379:0.034244 1381:0.028429 1396:0.039683 1400:0.036227 1420:0.028814 1445:0.039766 1449:0.071255 1569:0.032307 1627:0.276829 1725:0.036268 1780:0.028561 1781:0.140257 1787:0.031400 1859:0.029510 1884:0.031092 1912:0.034530 1963:0.054576 1967:0.036315 1970:0.066108 1993:0.037729 2071:0.029850 2085:0.029540 2223:0.027912 2294:0.029693 2305:0.030540 2315:0.063127 2317:0.030587 2387:0.028794 2417:0.040015 2447:0.032481 2457:0.047341 2462:0.075283 2507:0.072967 2527:0.028152 2578:0.027843 2622:0.028455 2633:0.027859 2649:0.028462 2651:0.027915 2654:0.042288 2661:0.037385 2685:0.194047 2687:0.035628 2710:0.081736 2716:0.032019 2731:0.029007 2755:0.114263 2787:0.037896 2788:0.334387 2792:0.030785 2797:0.076645 2870:0.027723 2898:0.046542 2902:0.028998 2950:0.027985 2951:0.030740 2984:0.037376 3065:0.110613 3079:0.030283 3110:0.069475 3123:0.043797 3128:0.032667 3225:0.051015 3230:0.028555 3286:0.043702 3312:0.032377 3321:0.304370 3327:0.979893 3333:0.029769 3342:0.031544 3354:0.029799 3374:0.049897
1:0.026462 19:0.026540 36:0.025129 65:0.045050 67:0.044259 89:0.040780 97:0.067536 107:0.030132 118:0.025970 220:0.023799 290:0.072242 378:0.024980 379:0.026569 385:0.025752 490:0.023688 499:0.023376 537:0.142256 568:0.026530 744:0.030967 752:0.031139 808:0.032124 831:0.023431 832:0.334562 859:0.029414 860:0.025813 861:0.042181 877:0.029267 904:0.028990 969:0.060791 977:0.027678 994:0.038792 1129:0.026286 1141:0.382087 1145:0.027170 1151:0.023308 1152:0.100381 1200:0.027655 1212:0.024671 1240:0.026338 1344:0.032636 1383:0.023306 1416:0.028790 1449:0.033527 1451:0.023885 1461:0.039968 1467:0.035549 1468:0.025163 1516:0.029127 1557:0.038600 1559:0.026295 1561:0.024400 1633:0.028622 1643:0.024762 1693:0.031898 1694:0.028907 1697:0.032953 1770:0.025275 1771:0.032575 1781:0.034172 1786:0.028694 1802:0.124023 1815:0.023173 1884:0.061694 1912:0.314200 1913:0.026253 1918:0.052296 1922:0.043335 1928:0.039432 2028:0.046818 2029:0.030755 2111:0.028299 2403:0.066224 2447:0.165056 2504:0.024925 2507:0.023280 2564:0.026058 2588:0.026128 2612:0.024872 2635:0.031524 2661:0.079179 2663:0.027501 2685:0.076328 2710:0.162938 2716:0.023794 2733:0.027561 2775:0.024507 2817:0.026792 2875:0.025614 2927:0.023731 3041:0.026215 3096:0.030383 3099:0.078070 3118:0.031283 3154:0.056527 3217:0.050509 3230:0.025683 3321:0.716167 3327:0.871297 3340:0.057479 3369:0.034127
20:0.029273 57:0.047960 58:0.032044 93:0.035194 183:0.034301 204:0.037423 212:0.046696 236:0.032535 284:0.034637 300:0.066562 301:0.068131 341:0.044900 344:0.041883 362:0.043870 375:0.087546 376:0.133095 394:0.029233 433:0.036606 438:0.133284 458:0.036594 539:0.037577 640:0.032003 676:0.029827 725:0.029591 735:0.033609 826:0.035007 870:0.034510 891:0.035183 896:0.082533 946:0.035600 969:0.039097 1035:0.029230 1073:0.034882 1090:0.039224 1094:0.029772 1205:0.032332 1209:0.046513 1236:0.043882 1261:0.028635 1304:0.031578 1330:0.080398 1350:0.032263 1369:0.042081 1445:0.039458 1449:0.031686 1561:0.031009 1566:0.033573 1569:0.034060 1570:0.028966 1623:0.030703 1650:0.032518 1694:0.057967 1707:0.029631 1733:0.040875 1755:0.038186 1781:0.057340 1836:0.029180 1847:0.034593 1969:0.031648 1994:0.030097 2004:0.032816 2115:0.042030 2186:0.030282 2187:0.036915 2203:1.000000 2206:0.065110 2208:0.063806 2209:0.038558 2212:0.043630 2213:0.031134 2216:0.035289 2230:0.032583 2417:0.322352 2421:0.044693 2513:0.037964 2628:0.031070 2633:0.031817 2685:0.067102 2740:0.104599 2797:0.042415 2851:0.029825 2861:0.029612 2873:0.039630 2919:0.043945 2920:0.044579 3072:0.048419 3118:0.030634 3125:0.030990 3128:0.032549 3132:0.031275 3149:0.035789 3187:0.058211 3201:0.052568 3247:0.035390 3291:0.029082 3312:0.043674 3321:0.287638 3327:0.887565 3336:0.034282 3340:0.031925
15:0.027331 89:0.040784 106:0.029595 176:0.080767 190:0.164670 191:0.146873 192:0.039944 218:0.037934 279:0.026833 290:0.054192 318:0.068340 336:0.026748 417:0.025754 681:0.045873 696:0.056108 697:0.053813 708:0.024439 771:0.025697 779:0.027828 783:0.034415 787:0.024862 826:0.025620 861:0.024065 909:0.026523 929:0.362235 930:0.127781 937:0.127149 969:0.028036 994:0.040347 1008:0.028544 1096:0.031599 1110:0.049823 1152:0.024589 1171:0.026201 1417:0.027117 1477:0.043699 1498:0.038861 1543:0.036875 1547:0.070463 1616:0.025581 1711:0.063800 1713:0.036239 1714:0.025080 1716:0.028230 1746:0.071442 1796:0.024345 1807:0.027075 1824:0.025185 1905:0.040001 1922:0.048274 1943:0.040287 1955:0.027506 2005:0.034519 2009:0.064208 2010:0.027659 2067:0.024906 2071:0.482096 2073:0.105380 2075:0.095654 2111:0.040032 2119:0.028076 2150:0.060256 2161:0.027504 2283:0.024507 2309:0.025272 2347:0.025334 2349:0.025585 2411:0.025193 2456:0.027008 2458:0.026894 2462:0.043229 2489:0.027053 2537:0.026460 2559:0.103509 2573:0.149549 2578:0.050202 2633:0.036482 2675:0.036703 2685:0.106686 2703:0.026969 2710:0.113853 2755:0.051294 2788:0.149145 2847:0.054285 2970:0.133438 2995:0.025187 3044:0.028791 3051:0.030236 3062:0.024372 3065:0.068788 3088:0.024440 3096:0.054418 3099:0.029654 3123:0.056908 3198:0.028341 3271:0.103525 3321:0.155319 3327:0.905814 3340:0.039431 3369:0.024657
